1,1,11,2
1,2,24,3
1,3,36,4
1,4,47,5
1,5,56,6
1,6,69,7
1,7,79,8
1,8,94,9
1,9,95,10
1,10,113,11
2,2,36,12
2,3,35,13
2,4,47,14
2,5,56,15
2,6,77,16
2,7,79,17
2,8,95,18
2,9,97,19
2,10,124,20
3,1,23,21
3,3,35,22
3,4,47,23
3,5,56,24
3,6,74,25
3,7,79,26
3,8,95,27
3,9,97,28
3,10,120,29
4,1,11,30
4,2,24,31
4,4,46,32
4,5,56,33
4,6,69,34
4,7,81,35
4,8,94,36
4,9,96,37
4,10,113,38
5,1,12,39
5,2,25,40
5,3,35,41
5,5,67,42
5,6,70,43
5,7,79,44
5,8,98,45
5,9,96,46
5,10,113,47
6,1,12,48
6,2,24,49
6,3,35,50
6,4,58,51
6,6,70,52
6,7,79,53
6,8,97,54
6,9,97,55
6,10,113,56
7,1,19,57
7,2,29,58
7,3,35,59
7,4,47,60
7,5,56,61
7,7,79,62
7,8,96,63
7,9,100,64
7,10,124,65
8,1,12,66
8,2,25,67
8,3,38,68
8,4,46,69
8,5,56,70
8,6,70,71
8,8,94,72
8,9,96,73
8,10,113,74
9,1,12,75
9,2,25,76
9,3,35,77
9,4,51,78
9,5,59,79
9,6,71,80
9,7,79,81
9,9,97,82
9,10,114,83
10,1,13,84
10,2,26,85
10,3,36,86
10,4,47,87
10,5,57,88
10,6,74,89
10,7,80,90
10,8,96,91
10,10,116,92
11,1,23,93
11,2,32,94
11,3,35,95
11,4,47,96
11,5,56,97
11,6,81,98
11,7,79,99
11,8,95,100
11,9,98,101
12,3,18,102
12,4,24,103
12,5,28,104
12,6,39,105
12,7,40,106
12,8,48,107
12,9,49,108
12,10,64,109
13,2,12,110
13,4,23,111
13,5,28,112
13,6,35,113
13,7,42,114
13,8,47,115
13,9,48,116
13,10,57,117
14,2,13,118
14,3,18,119
14,5,40,120
14,6,36,121
14,7,40,122
14,8,52,123
14,9,49,124
14,10,57,125
15,2,12,126
15,3,18,127
15,4,35,128
15,6,35,129
15,7,40,130
15,8,50,131
15,9,49,132
15,10,57,133
16,2,17,134
16,3,18,135
16,4,24,136
16,5,29,137
16,7,40,138
16,8,49,139
16,9,52,140
16,10,68,141
17,2,13,142
17,3,20,143
17,4,23,144
17,5,28,145
17,6,35,146
17,8,47,147
17,9,49,148
17,10,57,149
18,2,13,150
18,3,18,151
18,4,28,152
18,5,31,153
18,6,37,154
18,7,40,155
18,9,50,156
18,10,58,157
19,2,14,158
19,3,18,159
19,4,24,160
19,5,30,161
19,6,39,162
19,7,41,163
19,8,49,164
19,10,60,165
