1,1,4,2
1,2,8,3
1,3,21,4
1,4,25,5
1,5,33,6
1,6,23,7
1,7,28,8
1,8,34,9
1,9,38,10
1,10,37,11
2,2,52,12
2,3,12,13
2,4,28,14
2,5,29,15
2,6,65,16
2,7,39,17
2,8,55,18
2,9,63,19
2,10,82,20
3,1,48,21
3,3,12,22
3,4,23,23
3,5,25,24
3,6,61,25
3,7,40,26
3,8,50,27
3,9,60,28
3,10,79,29
4,1,4,30
4,2,8,31
4,4,15,32
4,5,18,33
4,6,26,34
4,7,60,35
4,8,31,36
4,9,43,37
4,10,41,38
5,1,17,39
5,2,16,40
5,3,12,41
5,5,63,42
5,6,42,43
5,7,26,44
5,8,69,45
5,9,56,46
5,10,51,47
6,1,15,48
6,2,14,49
6,3,12,50
6,4,60,51
6,6,40,52
6,7,26,53
6,8,66,54
6,9,56,55
6,10,50,56
7,1,46,57
7,2,46,58
7,3,15,59
7,4,34,60
7,5,36,61
7,7,42,62
7,8,61,63
7,9,70,64
7,10,82,65
8,1,17,66
8,2,22,67
8,3,45,68
8,4,15,69
8,5,18,70
8,6,38,71
8,8,34,72
8,9,53,73
8,10,55,74
9,1,28,75
9,2,27,76
9,3,12,77
9,4,53,78
9,5,53,79
9,6,52,80
9,7,29,81
9,9,63,82
9,10,62,83
10,1,35,84
10,2,36,85
10,3,23,86
10,4,39,87
10,5,43,88
10,6,61,89
10,7,47,90
10,8,62,91
10,10,72,92
11,1,48,93
11,2,50,94
11,3,16,95
11,4,29,96
11,5,31,97
11,6,67,98
11,7,44,99
11,8,56,100
11,9,67,101
12,3,6,102
12,4,16,103
12,5,16,104
12,6,49,105
12,7,27,106
12,8,35,107
12,9,44,108
12,10,61,109
13,2,4,110
13,4,8,111
13,5,9,112
13,6,14,113
13,7,47,114
13,8,16,115
13,9,27,116
13,10,23,117
14,2,12,118
14,3,6,119
14,5,54,120
14,6,30,121
14,7,13,122
14,8,54,123
14,9,40,124
14,10,33,125
15,2,10,126
15,3,6,127
15,4,52,128
15,6,29,129
15,7,13,130
15,8,51,131
15,9,40,132
15,10,32,133
16,2,42,134
16,3,9,135
16,4,27,136
16,5,27,137
16,7,29,138
16,8,45,139
16,9,54,140
16,10,63,141
17,2,18,142
17,3,39,143
17,4,8,144
17,5,9,145
17,6,27,146
17,8,19,147
17,9,37,148
17,10,36,149
18,2,23,150
18,3,6,151
18,4,46,152
18,5,44,153
18,6,41,154
18,7,16,155
18,9,47,156
18,10,43,157
19,2,32,158
19,3,17,159
19,4,32,160
19,5,34,161
19,6,49,162
19,7,34,163
19,8,47,164
19,10,54,165
20,2,46,166
20,3,10,167
20,4,22,168
20,5,22,169
20,6,56,170
20,7,31,171
20,8,40,172
20,9,51,173
21,3,6,102
21,4,21,103
21,5,20,104
21,6,53,105
21,7,26,106
21,8,40,107
21,9,47,108
21,10,63,109
22,1,2,174
22,4,8,175
22,5,9,176
22,6,14,177
22,7,47,178
22,8,16,179
22,9,27,180
22,10,23,181
23,1,15,182
23,3,6,183
23,5,54,184
23,6,30,185
23,7,13,186
23,8,54,187
23,9,40,188
23,10,33,189
24,1,13,190
24,3,6,191
24,4,52,192
24,6,29,193
24,7,13,194
24,8,51,195
24,9,40,196
24,10,32,197
25,1,44,198
25,3,9,199
25,4,27,200
25,5,27,201
25,7,29,202
25,8,45,203
25,9,54,204
25,10,63,205
26,1,15,206
26,3,39,207
26,4,8,208
26,5,9,209
26,6,27,210
26,8,19,211
26,9,37,212
26,10,36,213
27,1,26,214
27,3,6,215
27,4,46,216
27,5,44,217
27,6,41,218
27,7,16,219
27,9,47,220
27,10,43,221
28,1,33,222
28,3,17,223
28,4,32,224
28,5,34,225
28,6,49,226
28,7,34,227
28,8,47,228
28,10,54,229
29,1,46,230
29,3,10,231
29,4,22,232
29,5,22,233
29,6,56,234
29,7,31,235
29,8,40,236
29,9,51,237
30,2,48,110
30,4,21,111
30,5,20,112
30,6,53,113
30,7,26,114
30,8,40,115
30,9,47,116
30,10,63,117
31,1,46,174
31,4,16,175
31,5,16,176
31,6,49,177
31,7,27,178
31,8,35,179
31,9,44,180
31,10,61,181
32,1,15,238
32,2,12,239
32,5,54,240
32,6,30,241
32,7,13,242
32,8,54,243
32,9,40,244
32,10,33,245
33,1,13,246
33,2,10,247
33,4,52,248
33,6,29,249
33,7,13,250
33,8,51,251
33,9,40,252
33,10,32,253
34,1,44,254
34,2,42,255
34,4,27,256
34,5,27,257
34,7,29,258
34,8,45,259
34,9,54,260
34,10,63,261
35,1,15,262
35,2,18,263
35,4,8,264
35,5,9,265
35,6,27,266
35,8,19,267
35,9,37,268
35,10,36,269
36,1,26,270
36,2,23,271
36,4,46,272
36,5,44,273
36,6,41,274
36,7,16,275
36,9,47,276
36,10,43,277
37,1,33,278
37,2,32,279
37,4,32,280
37,5,34,281
37,6,49,282
37,7,34,283
37,8,47,284
37,10,54,285
38,1,46,286
38,2,46,287
38,4,22,288
38,5,22,289
38,6,56,290
38,7,31,291
38,8,40,292
38,9,51,293
39,2,48,118
39,3,6,119
39,5,20,120
39,6,53,121
39,7,26,122
39,8,40,123
39,9,47,124
39,10,63,125
40,1,46,182
40,3,6,183
40,5,16,184
40,6,49,185
40,7,27,186
40,8,35,187
40,9,44,188
40,10,61,189
41,1,2,238
41,2,4,239
41,5,9,240
41,6,14,241
41,7,47,242
41,8,16,243
41,9,27,244
41,10,23,245
42,1,13,294
42,2,10,295
42,3,6,296
42,6,29,297
42,7,13,298
42,8,51,299
42,9,40,300
42,10,32,301
43,1,44,302
43,2,42,303
43,3,9,304
43,5,27,305
43,7,29,306
43,8,45,307
43,9,54,308
43,10,63,309
44,1,15,310
44,2,18,311
44,3,39,312
44,5,9,313
44,6,27,314
44,8,19,315
44,9,37,316
44,10,36,317
45,1,26,318
45,2,23,319
45,3,6,320
45,5,44,321
45,6,41,322
45,7,16,323
45,9,47,324
45,10,43,325
46,1,33,326
46,2,32,327
46,3,17,328
46,5,34,329
46,6,49,330
46,7,34,331
46,8,47,332
46,10,54,333
47,1,46,334
47,2,46,335
47,3,10,336
47,5,22,337
47,6,56,338
47,7,31,339
47,8,40,340
47,9,51,341
48,2,48,126
48,3,6,127
48,4,21,128
48,6,53,129
48,7,26,130
48,8,40,131
48,9,47,132
48,10,63,133
49,1,46,190
49,3,6,191
49,4,16,192
49,6,49,193
49,7,27,194
49,8,35,195
49,9,44,196
49,10,61,197
50,1,2,246
50,2,4,247
50,4,8,248
50,6,14,249
50,7,47,250
50,8,16,251
50,9,27,252
50,10,23,253
51,1,15,294
51,2,12,295
51,3,6,296
51,6,30,297
51,7,13,298
51,8,54,299
