1,1,10,2
1,2,12,3
1,3,29,4
1,4,32,5
1,5,38,6
1,6,32,7
1,7,39,8
1,8,45,9
1,9,47,10
1,10,45,11
2,2,42,12
2,3,23,13
2,4,34,14
2,5,36,15
2,6,56,16
2,7,45,17
2,8,55,18
2,9,59,19
2,10,72,20
3,1,38,21
3,3,24,22
3,4,31,23
3,5,34,24
3,6,54,25
3,7,45,26
3,8,53,27
3,9,58,28
3,10,70,29
4,1,15,30
4,2,20,31
4,4,24,32
4,5,28,33
4,6,36,34
4,7,55,35
4,8,41,36
4,9,49,37
4,10,51,38
5,1,22,39
5,2,24,40
5,3,20,41
5,5,53,42
5,6,44,43
5,7,37,44
5,8,62,45
5,9,56,46
5,10,56,47
6,1,21,48
6,2,23,49
6,3,22,50
6,4,50,51
6,6,44,52
6,7,38,53
6,8,61,54
6,9,56,55
6,10,56,56
7,1,37,57
7,2,39,58
7,3,25,59
7,4,37,60
7,5,39,61
7,7,46,62
7,8,58,63
7,9,63,64
7,10,72,65
8,1,22,66
8,2,27,67
8,3,41,68
8,4,26,69
8,5,30,70
8,6,43,71
8,8,45,72
8,9,54,73
8,10,58,74
9,1,28,75
9,2,29,76
9,3,21,77
9,4,46,78
9,5,48,79
9,6,50,80
9,7,40,81
9,9,59,82
9,10,62,83
10,1,31,84
10,2,34,85
10,3,29,86
10,4,39,87
10,5,43,88
10,6,54,89
10,7,49,90
10,8,59,91
10,10,67,92
11,1,38,93
11,2,41,94
11,3,26,95
11,4,34,96
11,5,37,97
11,6,57,98
11,7,47,99
11,8,56,100
11,9,61,101
12,3,18,102
12,4,24,103
12,5,25,104
12,6,42,105
12,7,32,106
12,8,37,107
12,9,42,108
12,10,52,109
13,2,16,110
13,4,16,111
13,5,19,112
13,6,25,113
13,7,42,114
13,8,25,115
13,9,33,116
13,10,33,117
14,2,20,118
14,3,14,119
14,5,44,120
14,6,33,121
14,7,24,122
14,8,47,123
14,9,40,124
14,10,38,125
15,2,19,126
15,3,16,127
15,4,42,128
15,6,32,129
15,7,25,130
15,8,45,131
15,9,40,132
15,10,37,133
16,2,35,134
16,3,19,135
16,4,29,136
16,5,30,137
16,7,33,138
16,8,43,139
16,9,47,140
16,10,53,141
17,2,23,142
17,3,35,143
17,4,19,144
17,5,21,145
17,6,31,146
17,8,29,147
17,9,38,148
17,10,40,149
18,2,25,150
18,3,15,151
18,4,39,152
18,5,39,153
18,6,38,154
18,7,27,155
18,9,43,156
18,10,43,157
19,2,30,158
