1,1,5,2
1,2,12,3
1,3,17,4
1,4,23,5
1,5,28,6
1,6,34,7
1,7,39,8
1,8,47,9
1,9,47,10
1,10,56,11
2,2,44,12
2,3,44,13
2,4,55,14
2,5,57,15
2,6,34,16
2,7,39,17
2,8,47,18
2,9,47,19
2,10,56,20
3,1,37,21
3,3,49,22
3,4,52,23
3,5,60,24
3,6,34,25
3,7,39,26
3,8,47,27
3,9,47,28
3,10,56,29
4,1,32,30
4,2,44,31
4,4,48,32
4,5,57,33
4,6,34,34
4,7,39,35
4,8,47,36
4,9,47,37
4,10,56,38
5,1,37,39
5,2,41,40
5,3,43,41
5,5,60,42
5,6,34,43
5,7,39,44
5,8,47,45
5,9,47,46
5,10,56,47
6,1,35,48
6,2,44,49
6,3,47,50
6,4,55,51
6,6,34,52
6,7,39,53
6,8,47,54
6,9,47,55
6,10,56,56
7,1,5,57
7,2,12,58
7,3,17,59
7,4,23,60
7,5,28,61
7,7,71,62
7,8,76,63
7,9,79,64
7,10,86,65
8,1,5,66
8,2,12,67
8,3,17,68
8,4,23,69
8,5,28,70
8,6,66,71
8,8,72,72
8,9,77,73
8,10,88,74
9,1,5,75
9,2,12,76
9,3,17,77
9,4,23,78
9,5,28,79
9,6,64,80
9,7,65,81
9,9,79,82
9,10,83,83
10,1,5,84
10,2,12,85
10,3,17,86
10,4,23,87
10,5,28,88
10,6,66,89
10,7,69,90
10,8,79,91
10,10,88,92
11,1,5,93
11,2,12,94
11,3,17,95
11,4,23,96
11,5,28,97
11,6,64,98
11,7,71,99
11,8,74,100
11,9,79,101
12,3,41,102
12,4,41,103
12,5,46,104
12,6,17,105
12,7,20,106
12,8,23,107
12,9,24,108
12,10,28,109
13,2,38,110
13,4,37,111
13,5,43,112
13,6,17,113
13,7,20,114
13,8,23,115
13,9,24,116
13,10,28,117
14,2,35,118
14,3,34,119
14,5,46,120
14,6,17,121
14,7,20,122
14,8,23,123
14,9,24,124
14,10,28,125
15,2,38,126
15,3,38,127
15,4,43,128
15,6,17,129
15,7,20,130
15,8,23,131
15,9,24,132
15,10,28,133
16,2,6,134
16,3,9,135
16,4,11,136
16,5,14,137
16,7,52,138
16,8,53,139
16,9,56,140
16,10,58,141
17,2,6,142
17,3,9,143
17,4,11,144
17,5,14,145
17,6,49,146
17,8,49,147
17,9,53,148
17,10,60,149
18,2,6,150
18,3,9,151
18,4,11,152
18,5,14,153
18,6,47,154
18,7,45,155
18,9,56,156
18,10,55,157
19,2,6,158
19,3,9,159
19,4,11,160
19,5,14,161
19,6,49,162
19,7,49,163
19,8,55,164
19,10,60,165
20,2,6,166
20,3,9,167
20,4,11,168
20,5,14,169
20,6,47,170
20,7,52,171
20,8,50,172
20,9,56,173
21,3,36,102
21,4,43,103
21,5,43,104
21,6,17,105
21,7,20,106
21,8,23,107
21,9,24,108
21,10,28,109
22,1,30,174
22,4,37,175
22,5,43,176
22,6,17,177
22,7,20,178
22,8,23,179
22,9,24,180
22,10,28,181
23,1,35,182
23,3,34,183
23,5,46,184
23,6,17,185
23,7,20,186
23,8,23,187
23,9,24,188
23,10,28,189
24,1,32,190
24,3,38,191
24,4,43,192
24,6,17,193
24,7,20,194
24,8,23,195
24,9,24,196
24,10,28,197
25,1,3,198
25,3,9,199
25,4,11,200
25,5,14,201
25,7,52,202
25,8,53,203
25,9,56,204
25,10,58,205
26,1,3,206
26,3,9,207
26,4,11,208
26,5,14,209
26,6,49,210
26,8,49,211
26,9,53,212
26,10,60,213
27,1,3,214
27,3,9,215
27,4,11,216
27,5,14,217
27,6,47,218
27,7,45,219
27,9,56,220
27,10,55,221
28,1,3,222
28,3,9,223
28,4,11,224
28,5,14,225
28,6,49,226
28,7,49,227
28,8,55,228
28,10,60,229
29,1,3,230
29,3,9,231
29,4,11,232
29,5,14,233
29,6,47,234
29,7,52,235
29,8,50,236
29,9,56,237
30,2,38,110
30,4,43,111
30,5,43,112
30,6,17,113
30,7,20,114
30,8,23,115
30,9,24,116
30,10,28,117
31,1,35,174
31,4,41,175
31,5,46,176
31,6,17,177
31,7,20,178
31,8,23,179
31,9,24,180
31,10,28,181
32,1,35,238
32,2,35,239
32,5,46,240
32,6,17,241
32,7,20,242
32,8,23,243
32,9,24,244
32,10,28,245
33,1,32,246
33,2,38,247
33,4,43,248
33,6,17,249
33,7,20,250
33,8,23,251
33,9,24,252
33,10,28,253
34,1,3,254
34,2,6,255
34,4,11,256
34,5,14,257
34,7,52,258
34,8,53,259
34,9,56,260
34,10,58,261
35,1,3,262
35,2,6,263
35,4,11,264
35,5,14,265
35,6,49,266
35,8,49,267
35,9,53,268
35,10,60,269
36,1,3,270
36,2,6,271
36,4,11,272
36,5,14,273
36,6,47,274
36,7,45,275
36,9,56,276
36,10,55,277
37,1,3,278
37,2,6,279
37,4,11,280
