1,1,2,2
1,2,1,3
1,3,3,4
1,4,3,5
1,5,3,6
1,6,2,7
1,7,2,8
1,8,2,9
1,9,2,10
1,10,2,11
2,2,25,12
2,3,2,13
2,4,3,14
2,5,3,15
2,6,17,16
2,7,3,17
2,8,4,18
2,9,6,19
2,10,25,20
3,1,25,21
3,3,2,22
3,4,3,23
3,5,2,24
3,6,11,25
3,7,3,26
3,8,4,27
3,9,5,28
3,10,17,29
4,1,2,30
4,2,2,31
4,4,2,32
4,5,2,33
4,6,2,34
4,7,7,35
4,8,2,36
4,9,3,37
4,10,2,38
5,1,3,39
5,2,3,40
5,3,2,41
5,5,25,42
5,6,4,43
5,7,2,44
5,8,11,45
5,9,4,46
5,10,3,47
6,1,3,48
6,2,2,49
6,3,2,50
6,4,25,51
6,6,3,52
6,7,2,53
6,8,8,54
6,9,5,55
6,10,3,56
7,1,17,57
7,2,11,58
7,3,2,59
7,4,4,60
7,5,3,61
7,7,3,62
7,8,6,63
7,9,11,64
7,10,25,65
8,1,3,66
8,2,3,67
8,3,7,68
8,4,2,69
8,5,2,70
8,6,3,71
8,8,2,72
8,9,4,73
8,10,3,74
9,1,4,75
9,2,4,76
9,3,2,77
9,4,11,78
9,5,8,79
9,6,6,80
9,7,2,81
9,9,6,82
9,10,5,83
10,1,6,84
10,2,5,85
10,3,3,86
10,4,4,87
10,5,5,88
10,6,11,89
10,7,4,90
10,8,6,91
10,10,8,92
11,1,25,93
11,2,17,94
11,3,2,95
11,4,3,96
11,5,3,97
11,6,25,98
11,7,3,99
11,8,5,100
11,9,8,101
12,3,2,102
12,4,3,103
12,5,2,104
12,6,11,105
12,7,3,106
12,8,4,107
12,9,5,108
12,10,17,109
13,2,2,110
13,4,2,111
13,5,2,112
13,6,2,113
13,7,7,114
13,8,2,115
13,9,3,116
13,10,2,117
14,2,3,118
14,3,2,119
14,5,25,120
14,6,4,121
14,7,2,122
14,8,11,123
14,9,4,124
14,10,3,125
15,2,2,126
15,3,2,127
15,4,25,128
15,6,3,129
15,7,2,130
15,8,8,131
15,9,5,132
15,10,3,133
16,2,11,134
16,3,2,135
16,4,4,136
16,5,3,137
16,7,3,138
16,8,6,139
16,9,11,140
16,10,25,141
17,2,3,142
17,3,7,143
17,4,2,144
17,5,2,145
17,6,3,146
17,8,2,147
17,9,4,148
17,10,3,149
18,2,4,150
18,3,2,151
18,4,11,152
18,5,8,153
18,6,6,154
18,7,2,155
18,9,6,156
18,10,5,157
19,2,5,158
19,3,3,159
19,4,4,160
19,5,5,161
19,6,11,162
19,7,4,163
19,8,6,164
19,10,8,165
20,2,17,166
20,3,2,167
20,4,3,168
20,5,3,169
20,6,25,170
20,7,3,171
20,8,5,172
20,9,8,173
21,3,2,102
21,4,3,103
21,5,3,104
21,6,17,105
21,7,3,106
21,8,4,107
21,9,6,108
21,10,25,109
22,1,2,174
22,4,2,175
22,5,2,176
22,6,2,177
22,7,7,178
22,8,2,179
22,9,3,180
22,10,2,181
23,1,3,182
23,3,2,183
23,5,25,184
23,6,4,185
23,7,2,186
23,8,11,187
23,9,4,188
23,10,3,189
24,1,3,190
24,3,2,191
24,4,25,192
24,6,3,193
24,7,2,194
24,8,8,195
24,9,5,196
24,10,3,197
25,1,17,198
25,3,2,199
25,4,4,200
25,5,3,201
25,7,3,202
25,8,6,203
25,9,11,204
25,10,25,205
26,1,3,206
26,3,7,207
26,4,2,208
26,5,2,209
26,6,3,210
26,8,2,211
26,9,4,212
26,10,3,213
